,Our Solution,CasADi Solution,Absolute_Difference,Euclidean_Distance
0,0.15020779229433687,0.15020779229433706,1.942890293094024e-16,4.218482272824915e-16
1,0.14003250487803412,0.14003250487803415,2.7755575615628914e-17,
2,0.35434944482954667,0.35434944482954644,2.220446049250313e-16,
3,0.09364568713974297,0.09364568713974272,2.498001805406602e-16,
4,0.26176457085833943,0.2617645708583396,1.6653345369377348e-16,
